LocalizedTable,en,uk
@/PeopleBuff_61_Name,Clown,Клоун
@/PeopleBuff_62_Name,Animal Lover,Любитель тварин
@/PeopleBuff_63_Name,Performer,Артист
@/PeopleBuff_64_Name,Flirt,Флірт
@/PeopleBuff_65_Name,Romantic,Романтичний
@/PeopleBuff_66_Name,Aloof,Відчужений
@/PeopleBuff_67_Name,Monogamist,Однолюб
@/PeopleBuff_68_Name,Faithful,Вірний
@/PeopleBuff_69_Name,Chatterbox,Балакучий
@/PeopleBuff_70_Name,Awkward,Некомфортний
@/PeopleBuff_71_Name,Sociable,Комунікабельний
@/PeopleBuff_72_Name,Withdrawn,Замкнутий
@/PeopleBuff_73_Name,Town Mouse,Міська миша
@/PeopleBuff_74_Name,Country Mouse,Сільска миша
@/PeopleBuff_75_Name,Stunning,Приголомшливий
@/PeopleBuff_76_Name,Pretty,Гарненький
@/PeopleBuff_77_Name,Plain,Однотонний
@/PeopleBuff_78_Name,Hideous,Огидний
@/PeopleBuff_79_Name,Child,Дитина
@/PeopleBuff_80_Name,Homicidal,Вбивчий
@/PeopleBuff_81_Name,Speed Freak,Шумахер
@/PeopleBuff_82_Name,Epicure,Витончений смак
@/PeopleBuff_83_Name,Iron Stomach,Залізний шлунок
@/PeopleBuff_84_Name,Cannibal,Канібал
@/PeopleBuff_85_Name,Infected,Заражений
@/PeopleBuff_86_Name,Robot,Робот
@/PeopleBuff_87_Name,Desert Dweller,Мешканець пустелі
@/PeopleBuff_88_Name,Camel Mindset,Верблюже мислення
@/PeopleBuff_89_Name,Parched,Спраглий
@/PeopleBuff_90_Name,Polydipsia,Полідипсія
@/PeopleBuff_91_Name,Half-Blind,Напівсліпий
@/PeopleBuff_92_Name,Submissive,Покірний
@/PeopleBuff_93_Name,Vengeful,Мстивий
@/PeopleBuff_94_Name,Angler,Рибалка
@/PeopleBuff_95_Name,Cat,Кішка
@/PeopleBuff_96_Name,Outdated,Застарілий
@/PeopleBuff_97_Name,Mechanic,Механік
@/PeopleBuff_98_Name,Asthma,Астма
@/PeopleBuff_99_Name,Ladies' Man,Кавалер
@/PeopleBuff_100_Name,Long Hauler,Довготягач
@/PeopleBuff_101_Name,Fast Runner,Швидкий бігун
@/PeopleBuff_102_Name,Industrial Robot,Промисловий робот
@/PeopleBuff_103_Name,Oblivious,Не помічаючи
@/PeopleBuff_104_Name,Happy Hunter,Щасливий мисливець
@/PeopleBuff_0_Description,Sleeping reduces Stress.,Сон зменшує Стрес.
@/PeopleBuff_1_Description,Sleeping greatly reduces Stress.,Сон значно знижує рівень Стресу.
@/PeopleBuff_2_Description,Sleeping increases Stress.,Сон посилює Стрес.
@/PeopleBuff_3_Description,Sleeping greatly increases Stress.,Сон значно збільшує Стрес.
@/PeopleBuff_4_Description,Eating reduces Stress. Won't eat unpalatable foods.,Харчування зменшує Стрес. Не буде їсти несмачну їжу.
@/PeopleBuff_5_Description,Eating greatly reduces Stress. Won't eat unpalatable foods.,Харчування значно знижує рівень Стресу. Не буде їсти несмачну їжу.
@/PeopleBuff_6_Description,Eating increases Stress.,Їжа збільшує Стрес.
@/PeopleBuff_7_Description,Eating greatly increases Stress.,Їжа значно збільшує Стрес.
@/PeopleBuff_8_Description,Reduces panic in combat (combat inflicts less Stress). Melee combat slightly reduces Stress.,Зменшує паніку в бою (бій завдає менше Стресу). Рукопашний бій трохи знижує Стрес.
@/PeopleBuff_9_Description,Reduces panic in combat (combat inflicts less Stress). Melee combat greatly reduces Stress.,Зменшує паніку в бою (бій завдає менше Стресу). Рукопашний бій значно знижує Стрес.
@/PeopleBuff_10_Description,Increases panic in combat (combat inflicts more Stress). Melee combat slightly increases Stress.,Збільшує паніку в бою (бій викликає більше Стресу). Рукопашний бій трохи збільшує Стрес.
@/PeopleBuff_11_Description,Increases panic in combat (combat inflicts more Stress). Melee combat greatly increases Stress.,Збільшує паніку в бою (бій викликає більше Стресу). Рукопашний бій значно підвищує Стрес.
@/PeopleBuff_12_Description,Rain reduces Stress.,Дощ зменшує Стрес.
@/PeopleBuff_13_Description,Rain greatly reduces Stress.,Дощ значно знижує рівень Стресу.
@/PeopleBuff_14_Description,Rain increases Stress.,Дощ посилює Стрес.
@/PeopleBuff_15_Description,Rain greatly increases Stress.,Дощ сильно посилює Стрес.
@/PeopleBuff_16_Description,Increased Fatigue limit.,Підвищений лімит Втоми.
@/PeopleBuff_17_Description,Greatly increased Fatigue limit.,Значно підвищений лімит Втоми.
@/PeopleBuff_18_Description,Reduced Fatigue limit.,Знижений лімит Втоми.
@/PeopleBuff_19_Description,Greatly reduced Fatigue limit.,Значно знижена межа Втоми.
@/PeopleBuff_20_Description,Increased Hunger limit.,Підвищений лімит Голоду.
@/PeopleBuff_21_Description,Greatly increased Hunger limit.,Значно підвищений лімит Голоду.
@/PeopleBuff_22_Description,Reduced Hunger limit.,Знижений лімит Голоду.
@/PeopleBuff_23_Description,Greatly reduced Hunger limit.,Значно знижений лімит Голоду.
@/PeopleBuff_24_Description,Increased Stress limit.,Підвищений ліміт Стресу.
@/PeopleBuff_25_Description,Greatly increased Stress limit.,Значно підвищений ліміт Стресу.
@/PeopleBuff_26_Description,Reduced Stress limit.,Знижений ліміт Стресу.
@/PeopleBuff_27_Description,Greatly reduced Stress limit.,Значно знижений ліміт Стресу.
@/PeopleBuff_28_Description,Sleeping reduces more Fatigue.,Сон зменшує втому.
@/PeopleBuff_29_Description,Sleeping reduces much more Fatigue.,Сон значно більше зменшує Втому.
@/PeopleBuff_30_Description,Sleeping reduces less Fatigue.,Сон зменшує Втому.
@/PeopleBuff_31_Description,Sleeping reduces much less Fatigue.,Сон зменшує Втому набагато менше.
@/PeopleBuff_32_Description,Driving Speed +5%.,Швидкість водіння +5%.
@/PeopleBuff_33_Description,Driving Speed +10%.,Швидкість водіння +10%.
@/PeopleBuff_34_Description,Driving Speed -5%.,Швидкість водіння -5%.
@/PeopleBuff_35_Description,Driving Speed -10%.,Швидкість водіння -10%.
@/PeopleBuff_36_Description,Haggling success rate +5%.,Успішність торгу +5%.
@/PeopleBuff_37_Description,Haggling success rate +10%.,Успішність торгу +10%.
@/PeopleBuff_38_Description,Haggling success rate -10%.,Успішність торгу -10%.
@/PeopleBuff_39_Description,Gains Stress more slowly when a trucker of the same gender is in your crew.,"Набирає Стресу повільніше, коли у вашій команді є далекобійник однієї статі."
@/PeopleBuff_40_Description,Gains Stress more slowly when a trucker of a different gender is in your crew.,"Повільніше набирає Стресу, коли у вашій команді далекобійник іншої статі."
@/PeopleBuff_41_Description,Cannot get frisky or hook up with other characters.,Не можна Переспати або Загравати до інших персонажів.
@/PeopleBuff_42_Description,Getting frisky and flirting reduce less Stress. Hooking up with Crew members also inflicts more Fatigue.,Загравання і Флірт менше зменшує Стрес. Переспати з членами команди спричиняє більше Втоми.
@/PeopleBuff_43_Description,Getting frisky and flirting reduce much less Stress. Hooking up with Crew members also inflicts much more Fatigue.,Загравання і Флірт зменшують Стрес набагато менше. Спілкування з членами команди спричиняє набагато більше Втоми.
@/PeopleBuff_44_Description,Partying reduces more Stress.,Вечірки зменшують більше Стресу.
@/PeopleBuff_45_Description,Partying reduces much more Stress.,Вечірки набагато більше зменшують Стресу.
@/PeopleBuff_46_Description,Partying reduces less Stress.,Вечірки зменшують менше Стресу.
@/PeopleBuff_47_Description,Cannot reduce Stress by partying.,Не можна зменшити Стрес вечірками.
@/PeopleBuff_48_Description,Attack/Focus/Speech +15 when this character is the only Crew member.,"Атака/Фокус/Мова +15, коли цей персонаж є єдиним членом команди."
@/PeopleBuff_49_Description,Driving at night increases Stress.,Водіння вночі підвищує рівень Стресу.
